player_name,Nationality,Preferred Foot,Date of Birth,appearances_,sub_appearances,XA,pass_attempts,pass_accuracy,long_pass_attempts,long_pass_accuracy,Minutes Played,Duels Won,Total Tackles,Interceptions,Blocks,Red Cards,Yellow Cards,XG,Touches in the Opposition Box,Aerial Duels Won,Assists,Shots On Target Inside the Box,cross_attempts,cross_accuracy,dribble_attempts,dribble_accuracy,Fouls,Goals,Hit Woodwork,Offsides,Shots On Target Outside the Box,Corners Taken,Appearances,free_kick_attempts,free_kicks_scored,Passes,Own Goals,Penalties Taken,Goals Conceded,Clean Sheets,Saves Made,Penalties Faced,penalty_attempts,penalties_scored,penalties_saved,penalty_save_precentage,player_image_url,player_country,player_club,player_position
Guido Rodríguez,Argentina,Right,12/04/1994,23,7,0.18,563,85,50,52,1155,62,36,13,9,0,6,0.23,5,11,1,0,5,20,4,75,18,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/197024.png,Argentina,West Ham United,Midfielder
Marek Rodák,Slovakia,,13/12/1996,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/155529.png,Slovakia,Fulham,Goalkeeper
Mads Roerslev,Denmark,Right,24/06/1999,19,8,2.11,442,82,38,42,1096,45,18,4,5,0,2,0.2,21,10,2,0,31,13,15,47,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/226956.png,Denmark,Brentford,Defender
Morgan Rogers,England,Right,26/07/2002,0,0,5.24,864,75,38,76,3129,173,43,6,7,0,10,6.58,158,13,10,20,27,15,140,47,50,8,1,2,13,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/244850.png,England,Aston Villa,Forward
Alexei Rojas,Colombia,Right,28/09/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Colombia,Arsenal,Goalkeeper
Cristian Romero,Argentina,Right,27/04/1998,0,0,0.82,1211,90,96,49,1420,89,35,21,3,0,3,1.59,23,42,0,9,3,33,3,33,14,1,1,2,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/221632.png,Argentina,Tottenham Hotspur,Defender
Reggie Rose,England,,26/04/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brentford,Goalkeeper
Michal Rosiak,Poland,Right,12/10/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Poland,Arsenal,Defender
Joe Rothwell,England,Right,11/01/1995,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/156685.png,England,Bournemouth,Midfielder
Triston Rowe,England,Right,02/10/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Defender
John Ruddy,England,Right,24/10/1986,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/19236.png,England,Newcastle United,Goalkeeper
Carl Rushworth,England,Left,02/07/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/472739.png,England,Brighton and Hove Albion,Goalkeeper
Georginio Rutter,France,Left,20/04/2002,28,9,1.67,344,69,13,54,1666,136,39,10,3,0,2,4.64,83,25,3,17,9,11,61,44,34,5,1,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/463067.png,France,Brighton and Hove Albion,Forward
Dominic Sadi,England,Right,02/09/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Bournemouth,Forward
Charles Sagoe Jr,England,,24/07/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Forward
Bukayo Saka,England,Left,05/09/2001,25,5,7.8,598,84,17,41,1735,119,29,3,0,0,3,6.85,181,10,10,33,56,23,78,53,15,6,0,7,10,64,0,1,1,0,0,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/223340.png,England,Arsenal,Forward
Mohamed Salah,Egypt,Left,15/06/1992,0,0,9.06,1155,74,52,52,3377,127,21,9,0,0,1,25.37,394,9,18,52,78,22,130,45,25,29,6,18,6,0,38,1,1,0,0,0,0,0,0,0,9,9,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/118748.png,Egypt,Liverpool,Forward
William Saliba,France,Right,24/03/2001,0,0,1.29,2547,95,110,64,3041,152,62,21,15,1,2,2.28,19,62,0,2,0,0,18,67,28,2,0,1,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/462424.png,France,Arsenal,Defender
Albert Sambi Lokonga,Belgium,Right,22/10/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/437742.png,Belgium,Arsenal,Midfielder
Lakyle Samuel,England,,06/05/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender
Imari Samuels,England,Left,05/02/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/447720.png,England,Brighton and Hove Albion,Defender
Ishé Samuels-Smith,England,Left,05/06/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Defender
Adrián,Spain,Right,03/01/1987,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/60706.png,Spain,Liverpool,Goalkeeper
Jadon Sancho,England,Right,25/03/2000,31,12,3.11,768,85,12,67,1764,75,13,2,0,0,2,2.17,130,6,4,13,0,0,85,53,6,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209243.png,England,Manchester United,Forward
Ibrahim Sangaré,Cote d’Ivoire,Right,02/12/1997,13,6,0.21,320,85,21,48,590,46,28,6,4,0,3,0.02,7,10,1,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/210462.png,Cote d’Ivoire,Nottingham Forest,Midfielder
Ederson,Brazil,Left,17/08/1993,0,0,0.0,815,86,240,58,0,0,0,0,0,0,4,0.0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,26,0,0,0,0,0,26,10,54,2,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/121160.png,Brazil,Manchester City,Goalkeeper
Yago Santiago,Spain,Right,15/04/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/492779.png,Spain,Tottenham Hotspur,Forward
Welington,Brazil,Left,19/02/2001,10,4,0.16,141,84,15,53,480,39,21,7,1,0,1,0.04,3,5,0,0,11,36,8,63,6,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Brazil,Southampton,Defender
Matheus Cunha,Brazil,Right,27/05/1999,33,4,5.28,949,79,88,56,2600,183,38,17,1,0,4,8.63,139,13,6,31,59,17,122,50,42,15,2,8,28,74,0,12,12,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/430871.png,Brazil,Wolverhampton Wanderers,Forward
Diego Carlos,Brazil,Right,15/03/1993,10,2,0.09,600,89,71,49,828,22,8,5,7,0,1,0.65,7,11,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/165659.png,Brazil,Aston Villa,Defender
Trevan Sanusi,England,Right,25/04/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Forward
Pablo Sarabia,Spain,Left,11/05/1992,23,16,1.89,380,76,34,56,805,42,16,4,0,0,3,2.88,26,6,2,5,16,25,13,46,16,3,0,5,2,24,0,2,2,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/88484.png,Spain,Wolverhampton Wanderers,Midfielder
Jeremy Sarmiento,Ecuador,Right,16/06/2002,1,1,0.0,0,0,0,0,8,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/441192.png,Ecuador,Brighton and Hove Albion,Midfielder
Malang Sarr,France,Left,23/01/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,France,Chelsea,Defender
Ismaïla Sarr,Senegal,Right,25/02/1998,38,8,6.74,680,70,27,37,2714,132,22,9,8,0,4,10.72,140,37,6,27,55,24,52,33,14,8,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232185.png,Senegal,Crystal Palace,Forward
Pape Sarr,Senegal,Right,14/09/2002,36,14,0.79,999,88,32,47,1913,129,49,30,10,0,6,3.72,32,34,2,0,14,14,27,41,34,3,1,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/482442.png,Senegal,Tottenham Hotspur,Midfielder
Calum Scanlon,England,Left,14/02/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Liverpool,Defender
James Scanlon,Gibraltar,Right,28/09/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Gibraltar,Manchester United,Midfielder
Ollie Scarles,England,Left,12/12/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/536109.png,England,West Ham United,Defender
Dane Scarlett,England,Right,24/03/2004,3,3,0.0,5,60,0,0,31,3,1,0,0,0,0,0.04,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/490145.png,England,Tottenham Hotspur,Forward
Kevin Schade,Germany,Right,27/11/2001,38,12,1.76,448,64,11,64,2301,197,39,5,4,0,3,8.2,160,90,2,24,38,13,82,37,21,11,3,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/513418.png,Germany,Brentford,Midfielder
Kjell Scherpen,Netherlands,Right,23/01/2000,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/240514.png,Netherlands,Brighton and Hove Albion,Goalkeeper
Jeffrey Schlupp,Ghana,Both,23/12/1992,12,12,0.15,43,86,3,67,95,6,2,0,0,0,0,0.16,6,3,0,0,4,25,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/86417.png,Ghana,Crystal Palace,Midfielder
Fabian Schär,Switzerland,Right,20/12/1991,34,1,1.03,1942,85,312,44,2937,115,36,45,26,1,9,3.8,47,59,0,9,13,8,11,73,35,4,2,4,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/119471.png,Switzerland,Newcastle United,Defender
Alex Scott,England,Right,21/08/2003,20,12,1.01,332,85,23,65,751,66,27,10,4,0,3,0.75,17,7,0,6,3,33,19,32,17,0,0,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/503139.png,England,Bournemouth,Midfielder
Kristian Sekularac,Switzerland,Right,07/12/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/511504.png,Switzerland,Fulham,Midfielder
Matz Sels,Belgium,Right,26/02/1992,0,0,0.0,902,49,720,36,0,0,0,0,0,0,4,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,38,0,0,0,0,0,46,13,120,3,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/85633.png,Belgium,Nottingham Forest,Goalkeeper
Antoine Semenyo,Ghana,Right,07/01/2000,37,1,4.35,997,78,55,36,3209,227,55,11,9,0,9,9.98,211,67,5,51,58,14,126,55,73,11,5,15,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/437730.png,Ghana,Bournemouth,Forward
Marcos Senesi,Argentina,Left,10/05/1997,17,4,0.49,713,77,161,45,1108,85,39,14,7,0,5,0.84,16,33,0,0,11,27,10,60,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/221466.png,Argentina,Bournemouth,Defender
Ryan Sessegnon,England,Left,18/05/2000,16,9,1.13,212,81,8,50,580,47,27,3,1,0,1,1.64,45,8,2,6,16,31,18,44,20,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/184349.png,England,Fulham,Midfielder
Tommy Setford,England,Right,13/03/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Arsenal,Goalkeeper
Leo Shahar,England,Right,18/03/2007,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Newcastle United,Defender
Teddy Sharman-Lowe,England,Right,30/03/2003,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Chelsea,Goalkeeper
Luke Shaw,England,Left,12/07/1995,7,3,0.77,277,89,24,63,348,8,4,2,1,0,1,0.03,5,3,0,0,10,10,0,0,3,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/106760.png,England,Manchester United,Defender
Jonjo Shelvey,England,Right,27/02/1992,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/50232.png,England,Nottingham Forest,Midfielder
Martin Sherif,Netherlands,Left,10/06/2006,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Netherlands,Everton,Forward
Shola Shoretire,England,Right,02/02/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/472464.png,England,Manchester United,Forward
Zain Silcott-Duberry,England,Right,09/07/2005,1,1,0.0,2,50,0,0,1,1,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Bournemouth,Forward
Lyanco,Brazil,Right,01/02/1997,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/212721.png,Brazil,Southampton,Defender
Abdallah Sima,Senegal,Right,17/06/2001,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/516211.png,Senegal,Brighton and Hove Albion,Forward
Freddie Simmonds,England,Right,09/03/2008,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Brighton and Hove Albion,Defender
Jahmai Simpson-Pusey,England,Right,04/11/2005,2,1,0.02,114,93,5,20,95,3,1,0,1,0,1,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Manchester City,Defender
Luis Sinisterra,Colombia,Right,17/06/1999,12,11,1.31,85,84,0,0,230,20,7,1,0,0,0,1.21,26,3,1,7,7,29,18,44,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/224995.png,Colombia,Bournemouth,Forward
Oliver Skipp,England,Right,16/09/2000,24,14,0.0,495,84,29,41,1120,53,21,11,7,0,8,0.0,10,12,0,0,0,0,12,58,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209042.png,England,Leicester City,Midfielder
Jacob Slater,Ireland,Left,05/10/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Ireland,Brighton and Hove Albion,Defender
Cieran Slicker,Scotland,Right,15/09/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/434044.png,Scotland,Ipswich Town,Goalkeeper
Gaga Slonina,United States,Right,15/05/2004,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/471798.png,United States,Chelsea,Goalkeeper
Will Smallbone,Ireland,Right,21/02/2000,18,12,0.91,314,82,21,48,682,31,20,2,0,0,1,0.56,18,4,0,0,9,33,6,67,11,1,1,0,0,25,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/214466.png,Ireland,Southampton,Midfielder
Adam Smith,England,Right,29/04/1991,25,6,0.68,526,79,77,27,1596,56,24,15,5,0,7,0.65,9,14,0,0,33,21,13,46,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/54469.png,England,Bournemouth,Defender
Emile Smith Rowe,England,Right,28/07/2000,34,9,2.04,1001,91,23,70,2061,67,31,11,2,0,3,4.54,62,6,3,12,16,31,32,50,19,6,1,4,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/209289.png,England,Fulham,Midfielder
Fábio Silva,Portugal,Right,19/07/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/449988.png,Portugal,Wolverhampton Wanderers,Forward
Douglas Luiz,Brazil,Right,09/05/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/230046.png,Brazil,Aston Villa,Midfielder
Dominic Solanke,England,Right,14/09/1997,27,2,1.15,353,71,15,73,2206,117,18,1,9,0,0,10.97,117,46,3,30,4,25,48,35,36,9,0,5,3,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/154566.png,England,Tottenham Hotspur,Forward
Carlos Soler,Spain,Right,02/01/1997,31,17,1.9,629,89,39,51,1404,53,16,8,6,0,6,1.85,27,11,1,7,12,8,17,47,26,1,1,0,9,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/224860.png,Spain,West Ham United,Midfielder
Julio Soler,Argentina,Left,16/02/2005,3,3,0.0,13,85,0,0,9,2,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,Argentina,Bournemouth,Defender
Manor Solomon,Israel,Both,24/07/1999,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/235674.png,Israel,Tottenham Hotspur,Forward
Son Heung-Min,South Korea,Both,08/07/1992,30,6,5.13,833,84,23,70,2116,80,17,5,0,0,1,7.35,131,6,9,23,40,23,70,41,6,7,4,12,14,38,0,1,1,0,0,0,0,0,0,0,2,1,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/85971.png,South Korea,Tottenham Hotspur,Forward
Ramón Sosa,Paraguay,Right,31/08/1999,19,18,0.36,84,71,5,60,281,25,5,4,0,0,1,1.01,15,4,0,5,4,75,13,62,6,1,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/502222.png,Paraguay,Nottingham Forest,Forward
Tomás Soucek,Czech Republic,Right,27/02/1995,35,5,1.26,949,75,82,60,2570,176,46,20,21,0,8,6.9,109,101,1,17,14,14,12,50,47,9,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/215439.png,Czech Republic,West Ham United,Midfielder
Boubakary Soumaré,France,Right,27/02/1999,31,6,1.03,1218,88,49,53,2170,108,37,27,10,0,8,0.26,18,22,0,0,10,40,41,66,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/225902.png,France,Leicester City,Midfielder
Lino Sousa,England,Left,19/01/2005,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,England,Aston Villa,Defender
Harry Souttar,Australia,Right,22/10/1998,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/194190.png,Australia,Leicester City,Defender
Djed Spence,England,Right,09/08/2000,25,6,1.36,979,87,40,33,1790,129,47,21,9,1,2,0.56,25,21,2,0,25,36,69,55,21,1,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/232859.png,England,Tottenham Hotspur,Defender
Marko Stamenic,New Zealand,Right,19/02/2002,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,https://resources.premierleague.com/premierleague25/photos/players/110x140/placeholder.png,New Zealand,Nottingham Forest,Midfielder
